index,defense_action,text_snippet,top_contributing_features
1699,quarantine,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.","free (2.132999897003174), service (1.4579999446868896), msg (1.3519999980926514), from (1.1410000324249268), to (0.6959999799728394), you (-0.5799999833106995), call (-0.46399998664855957), not (-0.4050000011920929), up (-0.39800000190734863), have (0.24799999594688416)"
1714,quarantine,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,"call (3.888000011444092), now (1.4980000257492065), service (1.2100000381469727), your (0.4099999964237213), me (0.35499998927116394), my (0.19200000166893005), and (0.18700000643730164), from (-0.14499999582767487), to (-0.14399999380111694), txt (-0.1120000034570694)"
1718,quarantine,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,"txt (4.4029998779296875), win (2.624000072479248), to (0.9070000052452087), that (-0.8730000257492065), with (0.6480000019073486), call (-0.3089999854564667), me (0.15600000321865082), ltd (0.15600000321865082), your (-0.14000000059604645), my (0.13699999451637268)"
1734,quarantine,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim befor","claim (2.734999895095825), this (0.699999988079071), or (0.6389999985694885), your (0.5839999914169312), from (0.5260000228881836), in (-0.5199999809265137), call (-0.4320000112056732), you (0.3490000069141388), to (0.2590000033378601), me (0.17800000309944153)"
1741,quarantine,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,"txt (3.9179999828338623), claim (2.2170000076293945), out (0.7799999713897705), going (-0.5569999814033508), cash (0.5350000262260437), and (-0.5189999938011169), call (-0.2630000114440918), your (-0.2070000022649765), 18 (0.13199999928474426), now (-0.13099999725818634)"
1745,quarantine,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,"call (3.5209999084472656), and (-1.2020000219345093), your (1.187999963760376), service (1.159000039100647), it (-1.0479999780654907), from (1.0219999551773071), out (0.6420000195503235), you (0.6420000195503235), to (0.6050000190734863), they (0.4490000009536743)"
1765,quarantine,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,"txt (4.013000011444092), now (1.5740000009536743), from (1.1749999523162842), new (1.1549999713897705), mobile (1.0490000247955322), to (0.6190000176429749), customer (0.5059999823570251), no (-0.4090000092983246), get (-0.3540000021457672), call (-0.3479999899864197)"
1767,quarantine,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 1,"sms (2.3350000381469727), win (2.308000087738037), send (1.718999981880188), free (1.5839999914169312), you (-1.2269999980926514), won (1.1330000162124634), now (1.0759999752044678), this (0.675000011920929), when (-0.37599998712539673), get (0.3370000123977661)"
1780,quarantine,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'h","call (3.250999927520752), free (1.5190000534057617), text (1.4609999656677246), 500 (1.222000002861023), or (1.1490000486373901), help (0.7129999995231628), can (-0.3659999966621399), me (0.35100001096725464), for (0.3160000145435333), been (0.22300000488758087)"
1781,quarantine,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,"call (4.306000232696533), or (1.3200000524520874), for (0.7879999876022339), cash (0.5210000276565552), me (0.34200000762939453), voucher (0.3269999921321869), my (0.16899999976158142), your (-0.16699999570846558), 18 (0.13600000739097595), now (-0.1340000033378601)"
1807,quarantine,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,"call (3.5269999504089355), claim (2.375), to (0.8659999966621399), you (0.5329999923706055), if (-0.37400001287460327), me (0.35100001096725464), my (0.17499999701976776), your (-0.164000004529953), from (-0.1589999943971634), and (0.13699999451637268)"
1830,quarantine,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX","txt (3.4600000381469727), text (1.8140000104904175), now (1.4040000438690186), me (-0.7609999775886536), your (0.6140000224113464), see (0.39899998903274536), you (0.382999986410141), 150p (0.2750000059604645), for (0.23999999463558197), call (-0.19200000166893005)"
1839,quarantine,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3x","call (3.375999927520752), reply (1.600000023841858), or (1.0800000429153442), of (0.9539999961853027), to (0.875), me (0.3840000033378601), get (0.32100000977516174), at (-0.22200000286102295), cost (0.21400000154972076), my (0.19300000369548798)"
1848,quarantine,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV","call (3.055999994277954), free (1.406000018119812), 500 (1.1970000267028809), with (0.49799999594688416), me (0.32600000500679016), or (0.19499999284744263), now (-0.16699999570846558), from (-0.16200000047683716), my (0.16099999845027924), your (-0.13199999928474426)"
1853,quarantine,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ","call (3.5910000801086426), claim (2.072999954223633), now (1.2400000095367432), won (1.1679999828338623), the (-0.9160000085830688), this (0.8209999799728394), me (0.34700000286102295), have (0.25), my (0.1850000023841858), to (-0.1720000058412552)"
1874,quarantine,You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on,"call (3.566999912261963), claim (1.9210000038146973), service (1.1139999628067017), won (1.065999984741211), or (0.6399999856948853), you (0.6200000047683716), to (0.5389999747276306), cash (0.5139999985694885), customer (0.4090000092983246), me (0.36399999260902405)"
1876,quarantine,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,"send (2.3289999961853027), now (2.0169999599456787), 500 (1.50600004196167), won (1.1150000095367432), call (-0.4000000059604645), to (0.3070000112056732), of (0.18400000035762787), my (0.1720000058412552), txt (-0.16500000655651093), your (-0.16099999845027924)"
1880,quarantine,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,"call (3.069999933242798), out (1.840000033378601), so (-0.9279999732971191), with (0.8420000076293945), ur (0.5950000286102295), they (0.49399998784065247), is (0.3840000033378601), have (0.31200000643730164), me (0.2919999957084656), on (0.17100000381469727)"
1887,quarantine,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,"txt (3.934000015258789), chat (2.6510000228881836), this (0.8009999990463257), been (0.48100000619888306), to (0.36399999260902405), call (-0.3109999895095825), 150p (0.2750000059604645), now (-0.1679999977350235), your (-0.16200000047683716), me (0.13300000131130219)"
1888,quarantine,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,"call (4.22599983215332), or (0.9679999947547913), from (0.8510000109672546), cash (0.5740000009536743), your (0.39399999380111694), me (0.3930000066757202), my (0.20600000023841858), now (-0.14100000262260437), txt (-0.10999999940395355), for (-0.1080000028014183)"
1893,quarantine,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 08707533310,"call (3.5160000324249268), chat (2.3580000400543213), now (1.8070000410079956), in (-1.3009999990463257), your (1.1510000228881836), to (0.8090000152587891), going (-0.5659999847412109), no (-0.44699999690055847), me (0.3529999852180481), my (0.18700000643730164)"
1904,quarantine,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,"txt (3.993000030517578), win (2.7939999103546143), free (1.3830000162124634), in (-0.6309999823570251), get (0.5519999861717224), for (0.49399998784065247), apply (0.2669999897480011), your (-0.25600001215934753), call (-0.2160000056028366), me (0.13600000739097595)"
1915,quarantine,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,"txt (3.5160000324249268), chat (2.3459999561309814), stop (1.4500000476837158), free (1.0110000371932983), new (0.8690000176429749), in (-0.8159999847412109), or (0.7099999785423279), to (0.5839999914169312), call (-0.25600001215934753), at (-0.20200000703334808)"
1929,quarantine,Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,"claim (2.7920000553131104), from (1.1349999904632568), call (1.0950000286102295), mobile (1.0160000324249268), to (0.6100000143051147), the (0.2709999978542328), me (0.2680000066757202), all (0.17000000178813934), my (0.16200000047683716), txt (-0.13500000536441803)"
1930,quarantine,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,"txt (3.9749999046325684), win (2.5789999961853027), free (1.7389999628067017), to (0.9070000052452087), or (0.906000018119812), cash (0.5350000262260437), call (-0.2549999952316284), me (0.16699999570846558), my (0.14900000393390656), from (-0.12999999523162842)"
1940,quarantine,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,"call (3.752000093460083), now (1.7330000400543213), your (1.315000057220459), and (-0.9240000247955322), in (-0.8429999947547913), this (0.6850000023841858), not (-0.44999998807907104), there (-0.38199999928474426), me (0.3179999887943268), my (0.18299999833106995)"
1942,quarantine,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mi","call (4.01200008392334), now (1.4450000524520874), or (1.1970000267028809), your (0.4449999928474426), me (0.36899998784065247), my (0.19499999284744263), you (0.15600000321865082), to (-0.13199999928474426), from (-0.12999999523162842), for (-0.12399999797344208)"
1961,quarantine,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,"call (4.433000087738037), from (1.5019999742507935), out (1.156999945640564), it (-0.6579999923706055), what (-0.4090000092983246), me (0.35899999737739563), you (-0.3569999933242798), 150p (0.2750000059604645), is (0.2329999953508377), know (-0.23199999332427979)"
1963,quarantine,it to 80488. Your 500 free text messages are valid until 31 December 2005.,"text (2.565000057220459), free (1.8580000400543213), 500 (1.0069999694824219), it (-0.8019999861717224), are (0.6420000195503235), your (0.5870000123977661), you (0.46399998664855957), call (-0.3400000035762787), to (-0.2280000001192093), me (0.2070000022649765)"
1970,quarantine,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,"call (3.569000005722046), claim (1.8179999589920044), stop (1.156000018119812), won (1.065999984741211), free (0.7990000247955322), or (0.6159999966621399), you (0.3569999933242798), me (0.35600000619888306), 18 (0.18199999630451202), my (0.16500000655651093)"
1978,quarantine,Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,"win (2.2899999618530273), reply (2.0810000896453857), stop (2.063999891281128), service (1.2869999408721924), send (1.1640000343322754), to (0.4180000126361847), the (0.3070000112056732), call (-0.22100000083446503), me (0.16899999976158142), my (0.15800000727176666)"
1985,quarantine,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,"call (3.9660000801086426), or (1.1690000295639038), from (0.7289999723434448), cash (0.5740000009536743), your (0.4000000059604645), me (0.3919999897480011), my (0.20600000023841858), now (-0.14499999582767487), txt (-0.11100000143051147), for (-0.1080000028014183)"
1993,quarantine,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,"text (2.3540000915527344), your (1.7790000438690186), stop (1.7239999771118164), free (1.5520000457763672), new (0.8379999995231628), help (0.7450000047683716), call (-0.2750000059604645), me (0.2199999988079071), tones (0.20499999821186066), to (-0.1979999989271164)"
